status,report,source,chars
rewritten,00-books-result/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/B44134395-Ellen-Lupton-Mechanical-Brides-Women-and-Machines-from-Home-to-O-report.md,00-books/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》_02_body_Everything_your_heart_desires_.md,11471
rewritten,00-books-result/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/B44134396-Ellen-Lupton-Mechanical-Brides-Women-and-Machines-from-Home-to-O-report.md,00-books/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》_03_bibliography_DATE_DUE.md,6253
rewritten,00-books-result/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/B44144557-Ellen-Lupton-Mechanical-Brides-Women-and-Machines-from-Home-to-Office-report.md,00-books/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》.md,11110
rewritten,00-books-result/Ellen Lupton：《Thinking with Type》，2004/B44134397-contents-report.md,00-books/Ellen Lupton：《Thinking with Type》，2004/01-contents.md,6844
rewritten,00-books-result/Ellen Lupton：《Thinking with Type》，2004/B44134398-introduction-report.md,00-books/Ellen Lupton：《Thinking with Type》，2004/02-introduction.md,6546
rewritten,00-books-result/Ellen Lupton：《Thinking with Type》，2004/B44134399-acknowledgments-report.md,00-books/Ellen Lupton：《Thinking with Type》，2004/03-acknowledgments.md,7680
rewritten,00-books-result/Ellen Lupton：《Thinking with Type》，2004/B44134400-LETTER-report.md,00-books/Ellen Lupton：《Thinking with Type》，2004/04-LETTER.md,8036
rewritten,00-books-result/Ellen Lupton：《Thinking with Type》，2004/B44134401-TEXT-report.md,00-books/Ellen Lupton：《Thinking with Type》，2004/05-TEXT.md,7867
rewritten,00-books-result/Ellen Lupton：《Thinking with Type》，2004/B44134402-GRID-report.md,00-books/Ellen Lupton：《Thinking with Type》，2004/06-GRID.md,8572
rewritten,00-books-result/Ellen Lupton：《Thinking with Type》，2004/B44134403-GRID_01_preface_CHALDAICÁE_PARAPHRASIS-TRANSLA-report.md,00-books/Ellen Lupton：《Thinking with Type》，2004/06-GRID_01_preface_CHALDAICÁE_PARAPHRASIS-TRANSLA.md,7718
rewritten,00-books-result/Ellen Lupton：《Thinking with Type》，2004/B44134404-GRID_02_body_20_Lam_LADINS_CEN_SINGEA_al__t-report.md,00-books/Ellen Lupton：《Thinking with Type》，2004/06-GRID_02_body_20_Lam_LADINS_CEN_SINGEA_al__t.md,8807
rewritten,00-books-result/Ellen Lupton：《Thinking with Type》，2004/B44134405-GRID_03_bibliography_MERZM_MATINEEN_DADA_IST_DER_SI-report.md,00-books/Ellen Lupton：《Thinking with Type》，2004/06-GRID_03_bibliography_MERZM_MATINEEN_DADA_IST_DER_SI.md,8537
rewritten,00-books-result/Ellen Lupton：《Thinking with Type》，2004/B44134406-APPENDIX-report.md,00-books/Ellen Lupton：《Thinking with Type》，2004/07-APPENDIX.md,8062
rewritten,00-books-result/Ellen Lupton：《Thinking with Type》，2004/B44134407-bibliography-report.md,00-books/Ellen Lupton：《Thinking with Type》，2004/08-bibliography.md,6886
rewritten,00-books-result/Ellen Lupton：《Thinking with Type》，2004/B44134408-index-report.md,00-books/Ellen Lupton：《Thinking with Type》，2004/09-index.md,8153
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134409-JGedaucktinderKayserlichenStat-Augspurg-Sürchden-LlcernGanfe-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/01-JGedaucktinderKayserlichenStat Augspurg Sürchden LlcernGanfe.md,8246
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134410-th2-gehrte-Herz-Rupf-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/02-th2 gehrte Herz Rupf.md,6347
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134411-Emil-RuderBasel-Hardstrasse-173-Telephon-41-95-357-5-58-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/03-Emil RuderBasel Hardstrasse 173 Telephon 41 95 357.5.58.md,7960
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134412-FABLES-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/04-FABLES.md,9228
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134413-1VWDXN14-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/05-1VWDXN14.md,7533
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134414-mdmdfMontagDienstagMittwochDonnerstagFreitag24-September25-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/06-mdmdfMontagDienstagMittwochDonnerstagFreitag24. September25..md,9212
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134415-stefan-zweigbaumeisterderwelttolstoidickenskleistbalzacnietz-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/07-stefan zweigbaumeisterderwelttolstoidickenskleistbalzacnietz.md,10275
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134416-modopunibilequindidinamicaanalisomacchinasecondosingolopossi-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/08-modopunibilequindidinamicaanalisomacchinasecondosingolopossi.md,8024
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134417-mit-dem-Buch-in-die-Feriendas-Buch-ein-treuer-Freundauch-das-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/09-mit dem Buch in die Feriendas Buch ein treuer Freundauch das.md,6507
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134418-nachMass-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/10-nachMass.md,6423
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134419-WievielFreude-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/12-WievielFreude.md,7822
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134420-Das-Schweigen-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/13-Das Schweigen.md,6315
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134421-Der-Schock-die-Provokationder-Skandaldieses-Filmsrütteln-wac-report.md,"00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/14-Der Schock,die Provokationder Skandaldieses Filmsrütteln wac.md",8385
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134422-HelbingIichabhn-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/15-HelbingIichabhn.md,10333
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134423-gewerbemuseumbaselerhaltenswertebaslerbauten-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/16-gewerbemuseumbaselerhaltenswertebaslerbauten.md,8168
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134424-uUU-UUuû-úú-uùuu-u-uuuuuu-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/17-uUU UUuû úú uùuu u uuuuuu.md,7325
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134425-dadanew-yorkberlinmadridparisgenèvezürich-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/18-dadanew-yorkberlinmadridparisgenèvezürich.md,10623
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134426-ABMAGERN-MITABMAGERN-MMIN-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/19-ABMAGERN MITABMAGERN MMIN.md,10599
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44134427-typographischemonatsblättertypographischemonatsblätter-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/20-typographischemonatsblättertypographischemonatsblätter.md,10669
rewritten,00-books-result/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/B44144558-Emil-Ruder-Typography-A-Manual-of-Design-Typographie-report.md,00-books/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》/Emil Ruder：《Typography - A Manual of Design [ Typographie ]》.md,10567
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134428-Ten-ThousandPotteryYears-of-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/01-Ten ThousandPotteryYears of.md,6626
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134429-Ten-ThousandPotteryYears-of-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/02-Ten ThousandPotteryYears of.md,4452
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134430-Ten-ThousandPotteryYears-of-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/03-Ten ThousandPotteryYears of.md,8133
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134431-Early-Beginnings-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/04-Early Beginnings.md,8410
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134432-The-Ancient-World-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/05-The Ancient World.md,8365
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134433-The-Oriental-World-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/06-The Oriental World.md,8269
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134434-The-Islamic-World-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/07-The Islamic World.md,8494
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134435-Continental-EuropeanEarthenwares-and-Stonewares-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/08-Continental EuropeanEarthenwares and Stonewares.md,8282
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134436-European-Porcelain-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/09-European Porcelain.md,8160
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134437-American-Indian-Pottery-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/10-American-Indian Pottery.md,8432
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134438-Living-Traditions-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/11-Living Traditions.md,8001
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134439-Modern-America-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/12-Modern America.md,8107
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134440-Craft-into-Industry-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/13-Craft into Industry.md,8037
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134441-The-Arts-and-Crafts-Movement-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/14-The Arts and Crafts Movement.md,8088
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134442-Artist-Potters-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/15-Artist-Potters.md,8297
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134443-Studio-Ceramics-Today-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/16-Studio Ceramics Today.md,8516
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134444-Glossary-of-Technical-Terms-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/17-Glossary of Technical Terms.md,8583
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134445-Museum-and-National-Collections-of-Pottery-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/18-Museum and National Collections of Pottery.md,8382
rewritten,00-books-result/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/B44134446-Illustration-References-report.md,00-books/Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000/19-Illustration References.md,7935
rewritten,"00-books-result/Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008/B44134447-Guilds-Innovation-andthe-European-Economy-1400-1800-report.md","00-books/Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008/01-Guilds, Innovation, andthe European Economy,1400–1800.md",8426
rewritten,"00-books-result/Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008/B44134448-Introduction-Guilds-Innovation-and-theEuropean-Economy-14-report.md","00-books/Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008/02-Introduction Guilds, Innovation, and theEuropean Economy, 14.md",8671
rewritten,"00-books-result/Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008/B44134449-1Craft-Guilds-the-Theory-of-the-Firm-andEarly-Modern-Proto-report.md","00-books/Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008/03-1Craft Guilds, the Theory of the Firm, andEarly Modern Proto.md",8936
rewritten,"00-books-result/Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008/B44134450-3-Subcontracting-in-Guild-based-ExportTrades-Thirteenth-Eig-report.md","00-books/Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008/04-3 Subcontracting in Guild-based ExportTrades, Thirteenth–Eig.md",8946
rewritten,"00-books-result/Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008/B44134451-5Painters-Guilds-and-the-Art-Market-duringthe-Dutch-Golden-report.md","00-books/Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008/05-5Painters, Guilds, and the Art Market duringthe Dutch Golden.md",8711
rewritten,"00-books-result/Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008/B44134452-6Craft-Guilds-and-Technological-ChangeThe-Engine-Loom-in-the-report.md","00-books/Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008/06-6Craft Guilds and Technological ChangeThe Engine Loom in the.md",8671
