版本编号,文献编号,原版出版年份,所用版本年份,中文译本信息,不同译本差异,推荐使用版本,引用页码版本,备注
ED00126,B3241,2004,2004,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_10_bibliography_FURTHER_READING.md
ED00127,B3242,2004,2004,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_11_body_General_Works___Monographs___L.md
ED00128,B3243,2004,2004,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_12_bibliography_INDEX.md
ED00129,B3244,2004,2004,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_13_body_A___B.md
ED00130,B3245,2004,2004,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_14_bibliography_152_INDEX.md
ED00131,B3246,2004,2004,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_15_body_D___LEBIFUR___E___F___G___BIFU.md
ED00132,B3247,2004,2004,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_16_bibliography_P___Q___R___S___T___U___V___W_.md
ED00133,B3248,2004,2004,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_17_preface_ACKNOWLEDGMENTS.md
ED00134,B3249,2004,2004,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_18_bibliography_SiMPLiciSSiMUS_PF.md
ED00135,B3267,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985.md
ED00136,B3251,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_01_cover_封面_扉页.md
ED00137,B3252,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_02_preface_The_POSTER___A_Worldwide_Surve.md
ED00138,B3253,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_03_toc_Table_of_Contents.md
ED00139,B3254,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_04_preface_Acknowledgments___Foreword___P.md
ED00140,B3255,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_05_body_11._Anonymous__French_umbrella.md
ED00141,B3256,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_06_preface_LESCOMEDIENS_FRANÇOIS.ETITALIE.md
ED00142,B3257,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_07_body_86._Henri_Ottevaere__Exhibitio.md
ED00143,B3258,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_08_preface_England___THE_WOMANINWHITE___D.md
ED00144,B3259,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_09_body_oaocarl_Stiller_Jr_Schuheo___Z.md
ED00145,B3260,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_10_bibliography_Biographical_Notes.md
ED00146,B3261,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_11_body_ALDIN,_Cecil_(1901–1935)___ALE.md"
ED00147,B3262,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_12_bibliography_Bibliography.md
ED00148,B3263,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_13_body_HISTORY_AND_OVERVIEW___Books__.md
ED00149,B3264,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_14_bibliography_Index_of_Names.md
ED00150,B3265,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_15_body_A___B___C___D___E___F___G___H_.md
ED00151,B3266,1985,1985,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_16_bibliography_M___N___0___P___S___Q___R___T_.md
ED00152,B3268,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/01-Part I Goal-Directed Design.md"
ED00153,B3269,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/02-Part II Designing Behavior and Form.md"
ED00154,B3270,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/03-Part III Interaction Details.md"
ED00155,B3271,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/04-Appendix A Design Principles.md"
ED00156,B3272,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/05-Appendix B Bibliography.md"
ED00157,B3273,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/06-Titlepage.md"
ED00158,B3274,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/07-Copyright.md"
ED00159,B3275,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/08-Credits.md"
ED00160,B3276,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/09-Dedication.md"
ED00161,B3277,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/10-About the Authors.md"
ED00162,B3278,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/11-Acknowledgments.md"
ED00163,B3279,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/12-Foreword.md"
ED00164,B3280,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/13-Introduction to the Fourth Edition.md"
ED00165,B3281,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/14-Advertisement.md"
ED00166,B3282,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》/15-End-User License Agreement.md"
ED00167,B3283,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alastair Duncan：《American Art Deco (1986)》，1986/01-AMERICAN ARTDECO.md
ED00168,B3284,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alastair Duncan：《American Art Deco (1986)》，1986/02-INTRODUCTION.md
ED00169,B3285,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alastair Duncan：《American Art Deco (1986)》，1986/03-EXHIBITIONS.md
ED00170,B3286,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alastair Duncan：《American Art Deco (1986)》，1986/04-LIGHTINGAND CLOCKS.md
ED00171,B3287,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alastair Duncan：《American Art Deco (1986)》，1986/05-ARCHITECTURE.md
ED00172,B3288,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alastair Duncan：《American Art Deco (1986)》，1986/06-SCULPTURE.md
ED00173,B3289,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alastair Duncan：《American Art Deco (1986)》，1986/07-PAINTINGAND GRAPHICS.md
ED00174,B3290,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alastair Duncan：《American Art Deco (1986)》，1986/08-WORLDFAIRS.md
ED00175,B3291,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alastair Duncan：《American Art Deco (1986)》，1986/09-INDUSTRIAL DESIGN.md
ED00176,B3292,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alexander Lavrentiev：《Alexander Rodchenko Photography 1924-1954》/01-AlexanderRodchenko.md
ED00177,B3293,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alexander Lavrentiev：《Alexander Rodchenko Photography 1924-1954》/02-The Photo-EyeDas Photo-AugeL'œil de l’appareil.md
ED00178,B3294,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alexander Lavrentiev：《Alexander Rodchenko Photography 1924-1954》/03-PA6OTABEPTOBA.md
ED00179,B3295,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alexander Lavrentiev：《Alexander Rodchenko Photography 1924-1954》/04-HOBIsea.md
ED00180,B3296,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/01-PORTFOLIO.md"
ED00181,B3297,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/02-AlexeyBrodovitch.md"
ED00182,B3298,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/03-AlexeyBrodovitch.md"
ED00183,B3299,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/04-BALLETS RUSSES.md"
ED00184,B3300,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/05-SMEUNI.md"
ED00185,B3301,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/06-ATHELIA.md"
ED00186,B3302,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/07-CONTESFANTASTIQUES.md"
ED00187,B3303,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/08-BAUERBeton,a creation of Bauer's chief designer, Heinrich Jo.md"
ED00188,B3304,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/09-BAZAAR.md"
ED00189,B3305,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/10-aksFifthue工.md"
ED00190,B3306,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/11-TAXI.md"
ED00191,B3307,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/12-HOBOSIGNS.md"
ED00192,B3308,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/13-ROBERT OSBORN.md"
ED00193,B3309,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha.md"
ED00194,B3320,2013,2013,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alice Rawsthorn：《Hello World Where Design Meets Life》，2013/Alice Rawsthorn：《Hello World Where Design Meets Life》，2013.md
ED00195,B3310,2013,2013,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Alice Rawsthorn：《Hello World Where Design Meets Life》，2013/Alice Rawsthorn：《Hello World Where Design Meets Life》，2013_01_cover_封面_扉页.md
